name,type,address,email,phone_number,opening_hours,psychological_help,legal_help,social_help,accommodation,infoline,description,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Gminny Ośrodek Pomocy Społecznej w Jaraczewie,GOV,"ulica Jarocińska 7, 63-233 Jaraczewo",gops@jaraczewo.pl,62 740 84 00,"poniedziałek 8:00 - 16:00, wtorek - czwartek 7:30 - 15:30, piątek 6:00 - 14:00",False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Grzegorzewie,GOV,"Plac 1000-lecia Państwa Polskiego 6,
62-640 Grzegorzew",gops@grzegorzew.pl,63 271 83 04,poniedziałek - piątek 7:30 - 15:30,False,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Słupcy,GOV,"Plac Parysa 7, 62-400 Słupca",mops-slupca@selcom.pl,63 275 32 99,poniedziałek - piątek 7:00 - 15:00,False,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Rodzinie w Lesznie,GOV,"ulica Narutowicza 73/1, 64-100 Leszno",kontakt@moprleszno.pl,65 520 70 46,"poniedziałek 7:30 - 17:00, wtorek - piątek 7:30 - 14:30",True,False,True,False,brak,,,,,
Urząd Miasta i Gminy Żerków,GOV,"ulica Adama Mickiewicza 5, 63-210 Żerków",sekretariat@zerkow.pl,62 740 30 24 62 740 20 11,"poniedziałek 7:30-16:30, wtorek- czwartek 7:30-15:30, piątek 7:30-14:30",True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej we Włoszakowicach,GOV,"ulica Kurpińskiego 29, 64-140 Włoszakowice",gops@wloszakowice.pl,65 52 52 970,"poniedziałek 7:30 - 16:00, wtorek - czwartek 7:30 - 15:30, piątek 7:30 - 15:00",False,False,True,False,brak,,,,,
"Gminny Ośrodek Pomocy Społecznej w Baranowie

",GOV,"Rynek 21, 63-604 Baranów",gops@baranow.pl,62 741 00 40 62 741 00 43 62 741 00 44,poniedziałek 10:00 - 18:00 wtorek - piątek 7:30 - 15:30,False,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Grodzisku Wielkopolskim (Punkt Konsultacyjny GKRPA),GOV,"ulica Powstańców Chocieszyńskich 23 d, 62-065 Grodzisk Wielkopolski",ops@grodzisk.wlkp.pl,61 227 12 00,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Grabowie nad Prosną,GOV,"ulica Kaliska 22, 63-520 Grabów nad Prosną",opsgrabow@grabownadprosna.com.pl,62 730 59 59,poniedziałek - piątek 7:00 - 15:00,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Grodźcu,GOV,"ulica Główna 38, 62-580 Grodziec",opsgrodziec@pomost.poznan.pl,63 246 31 40 733 404 252,poniedziałek - piątek 7:30 - 15:30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Słupcy,GOV,"ulica Sienkiewicza 16, 62-400 Słupca",gops@gopsslupca.pl,63 274 36 76,poniedziałek - piątek 7:30 - 15:30,True,False,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Okonku,GOV,ulica Leśna 46 64-965 Okonek,mgops@okonek.pl,67 266 95 26 67 266 95 28,"poniedziałek 7:00 - 16:00, wtorek-czwartek 7:00 - 15:00, piątek 7:00 - 14:00",True,True,True,False,brak,,,,,
Urząd Gminy Wierzbinek,GOV,"Plac Powstańców Styczniowych 110,                        62-619 Sadlno",ug@wierzbinek.pl,63 261 13 80,poniedziałek - piątek 7:30 - 15:30,True,True,True,False,brak,,,,,
Centrum Usług Społecznych w Kramsku,GOV,"ulica Kurpińskiego 6, 62-511 Kramsk",cus@kramsk.pl,63 246 21 39,poniedziałek - piątek 7:30 - 15:30,True,True,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Obornikach,GOV,"ulica 11 Listopada 2a, 64-600 Oborniki",pcpr@powiatobornicki.pl,61 29 73 126,poniedziałek 8:00 - 16:00 wtorek - piątek 7:00 - 15:00,True,True,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Chodzieży,GOV,"ulica Wiosny Ludów 14A, 64-800 Chodzież",pcprchodziez@idsl.pl,"67 282 72 58
67 281 16 70",poniedziałek - piątek 7:00 - 15:00,True,True,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Kaliszu,GOV,"plac świętego Józefa 5, 62-800 Kalisz",pcpr@powiat.kalisz.pl,62 501 42 92,poniedziałek - piątek 7:30 - 15:30,True,True,False,False,brak,,,,,
Miejski Ośrodek Profilaktyki i Pomocy Rodzinie w Kole,GOV,"ulica Dąbska 40, 62-600 Koło",mopipr@kolo.pl,63 272 08 69 515 251 521,"poniedziałek 8:00 - 19:00 wtorek, środa, piątek 7:30 -17:00 śroa 7:30 - 18:00",True,True,False,False,brak,,,,,
Urząd Miasta i Gminy Lwówek,GOV,"ulica Ratuszowa 2, 64-310 Lwówek",urzad@lwowek.com.pl,61 441 40 24,"poniedziałek 8:00 - 16:00, wtorek - piątek 7:30 - 15:30",True,True,False,False,brak,,,,,
Urząd Gminy Sośnie,GOV,"ulica Wielkopolska 47, 63-435 Sośnie",sosnie@sosnie.pl,62 739 39 10,"poniedziałek 8:00 - 17:00, wtorek - czwartek 7:00 - 15:00, piątek 7:00 - 14:00",True,True,False,False,brak,,,,,
Ośrodek Pomocy Społecznej w Miłosławiu,GOV,"ulica Wrzesińska 19, 62-320 Miłosław",ops.miloslaw@op.pl,61 438 20 24,"poniedziałek 8:00 – 16:00, wtorek - piątek 7:00 – 15:00",True,True,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Złotowie,GOV,"Aleja Piasta 32, 77-400 Złotów",sekretariat@pcprzlotow.pl,67 263 22 65,poniedziałek 8:00 - 16:00 czwartek – piątek 7:00 - 15:00,True,True,False,False,brak,,,,,
Gminna Komisja Rozwiązywania Problemów Alkoholowych w Zakrzewie (Punkt Informacyjno-Konsultacyjny),GOV,"ulica Kujańska 5, 77-424 Zakrzewo",,67 266 70 75 wew. 38,,True,True,False,False,brak,,,,,
Miejski Ośrodek Rozwiązywania Problemów Alkoholowych w Chodzieży,GOV,"ulica Władysława Reymonta 12, 64-800 Chodzież",biuro@morpa.pl,67 282 78 64,poniedziałek - piątek 7:00 - 15:00,True,True,False,False,brak,,,,,
Urząd Miejski Trzemeszna,GOV,"ulica Dąbrowskiego 2, 62-240 Trzemeszno",sekretariat@trzemeszno.pl,61 415 43 05 61 415 43 06 61 415 43 07,"poniedziałek 8:00 -.17:00, wtorek - czwartek 7:00 - 15:00, piątek 7:00 - 14:00",True,True,False,False,brak,,,,,
Urząd Gminy Pępowo,GOV,"ulica St. Nadstawek 6, 63-830 Pępowo",ug@pepowo.pl,65 573 63 05 65 573 63 08 65 573 63 11 65 573 63 48,"poniedziałek 7:00 - 16:00, wtorek - piątek 7:15 - 15:00",True,True,False,False,brak,,,,,
Ośrodek Pomocy Społecznej w Sierakowie,GOV,"ulica Wroniecka 25C, 64-410 Sieraków",ops@opssierakow.pl,61 29 11 015,"poniedziałek 8:00 - 16:00, wtorek - piątek 7:30 - 15:30",True,True,False,False,brak,,,,,
Urząd Gminy Sieroszewice,GOV,"ulica Ostrowska 65, 63-405 Sieroszewice",sieroszewice@sieroszewice.pl,62 739 60 76,"poniedziałek 9:00 - 17:00, wtorek - piątek 7:30 - 15:30",True,True,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Poznaniu,GOV,"ulica Słowackiego 8, 60-823 Poznań",sekretariat@pcpr.powiat.poznan.pl,61 8410 710,"poniedziałek 8:00 – 16:00, wtorek – piątek 7:30 – 15:30",True,True,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Szamotułach (Punkt Interwencji Kryzysowej),GOV,"ulica Wojska Polskiego 1, 64-500 Szamotuły",sekretariat@szamotuly.pcpr.pl,61 29 22 674 61 29 20 320,poniedziałek - piątek 7:30 - 15:30,True,True,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej we Władysławowie,GOV,"ulica Rynek 43 Władysławów
62-710 Władysławów",gops@wladyslawow.pl,63 279 50 03,poniedziałek - piątek 7:30 - 15:30,True,True,False,False,brak,,,,,
Starostwo Powiatowe w Chodzieży,GOV,"ulica Wiosny Ludów 1, 64-800 Chodzież",sekretariat@powiat-chodzieski.pl,67 28 127 21,poniedziałek - piątek 7:00 - 15:00,False,True,False,False,brak,,,,,
Urząd Miejski Gniezno,GOV,"ulica Lecha 6, 62-200 Gniezno",urzad@gniezno.eu,61 426 04 00,poniedziałek - piątek 7:30 - 15:30,False,True,False,False,brak,,,,,
Urząd Miejski Wielichowo,GOV,"ulica Rynek 10, 64-050 Wielichowo",urzad@wielichowo.pl,61 443 30 01,poniedziałek - piątek 7:00 - 15:00,False,True,False,False,brak,,,,,
Urząd Miejski Sompolno,GOV,"ulica 11 Listopada 15, 62-610 Sompolno",gmina@sompolno.pl,63 271 40 54 63 271 43 77 63 271 41 19,poniedziałek - piątek 7:30 - 15:30,False,True,False,False,brak,,,,,
Urząd Gminy Wilczyn,GOV,"ulica Strzelińska 12D, 62-550 Wilczyn",gmina@wilczyn.pl,63 268 30 32,poniedziałek - piątek 7:30 - 15:30,False,True,False,False,brak,,,,,
Urząd Gminy Osieczna,GOV,"ulica Powstańców Wlkp. 6, 64-113 Osieczna",urzad@osieczna.pl,65 535 00 16,"poniedziałek 8:00 - 16:00, wtorek - piątek 7:00 - 15:00",False,True,False,False,brak,,,,,
Urząd Gminy Chrzypsk Wielkie,GOV,"ulica Główna 15, 64-412 Chrzypsko Wielkie",urzad@chrzypsko.pl,61 295 10 11,"poniedziałek 7:30 - 17:00 wtorek- czwartek 7:30 - 15:30, piątek 7:30 - 14:00",False,True,False,False,brak,,,,,
Urząd Gminy Kraszewice,GOV,"ulica Wieluńska 53, 63-522 Kraszewice",urzad@kraszewice.pl,62 300 90 00,"poniedziałek - piątek, 7:30 - 15:30",False,True,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Słupcy,GOV,"ulica Wojska Polskiego 13, 62-400 Słupca",sekretariat@pcprslupca.pl,61 200 29 29,poniedziałek - piątek 7:00 - 15:00,False,True,False,False,brak,,,,,
Urząd Gminy Lądek,GOV,"ulica Rynek 26, 62-406 Lądek",gmina@gminaladek.pl,63 276 35 12 63 276 38 71,poniedziałek - piątek 7:30 - 15:30,False,True,False,False,brak,,,,,
Starostwo Powiatowe w Śremie,GOV,"ulica Mickiewicza 17, 63-100 Śrem",starostwo@powiat-srem.pl,61 283 70 01,"poniedziałek 8:00 - 16:00, wtorek - piątek 7:15 - 15:15",False,True,False,False,brak,,,,,
Urząd Miasta i Gminy Gołańcz,GOV,"ulica dra Piotra Kowalika 2, 62-130 Gołańcz",miastoigmina@golancz.pl,67 261 59 11 67 268 33 18,poniedziałek - czwartek 7:15 - 15:15 piątek 7:15 - 13:15,False,True,False,False,brak,,,,,
Urząd Gminy Gołuchów,GOV,"ulica Lipowa 1, 63-322 Gołuchów",gmina@goluchow.pl,62 761 70 17,poniedziałek - piątek 7:30 - 15:31,False,True,False,False,brak,,,,,
Urząd Miasta Obrzycko,GOV,"ulica Rynek 19, 64-520 Obrzycko",sekretariat@obrzycko.com,61 29 13 187,"poniedziałek 7:00 - 16:00, wtorek, środa 7:00 - 15:30, czwartek 7:00 - 15:00, piątek 7:00 - 13:00",False,True,False,False,brak,,,,,
Punkt Konsultacyjny Gminnej Komisji Rozwiązywania Problemów Alkoholowych w Gminie Drawsko,GOV,"Ośrodek Promocji Zdrowia, ulica Powstańców Wlkp. 121C (budynek świetlicy wiejskiej)",zuzanna.kowalska@gminadrawsko.pl,534 119 450,,True,False,False,False,brak,,,,,
Starostwo Powiatowe w Czarnkowie,GOV,"ulica Rybaki 3, 64-700 Czarnków",powiat@pct.bipst.pl,67 253 01 60,poniedziałek - piątek 7:30 - 15:30,True,False,False,False,509 461 599,,,,,
Urząd Gminy Białośliwie,GOV,"ulica Księdza Kordeckiego 1, 89-340 Białośliwie",ug@bialosliwie.net,67 287 69 10 67 287 69 32,poniedziałek - piątek 7:30 - 15:30,True,False,False,False,brak,,,,,
Krotoszyńskie Centrum Usług Społecznych,GOV,"ulica Kobylińska 10a, 63-700 Krotoszyn",kcus@krotoszyn.pl,62 725 39 96,poniedziałek - piątek 8:00 - 16:00,True,False,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Lesznie,GOV,"plac Tadeusza Kościuszki 4B,
64-100 Leszno",pcpr@pcprleszno.pl,65 529 68 39,,True,False,False,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Trzciance,GOV,"ulica Mickiewicza 50, 64-980 Trzcianka",pcpr@pcpr.trzcianka.com.pl,67 253 01 60,poniedziałek - piątek 7:30 - 15:30,True,False,False,False,509 461 599,,,,,
Gminny Ośrodek Pomocy Społecznej w Strzałkowie,GOV,"ulica Aleja Prymasa Wyszyńskiego 6
62-420 Strzałkowo",ops@gops.strzalkowo.pl,63 275 01 49 63 274 60 37,poniedziałek - piątek 7:30 - 15:30,True,False,True,False,brak,,,,,
Urząd Gminy i Miasta Jastrowie,GOV,"ulica Gdańska 79, 64-915 Jastrowie",sekretariat@jastrowie.pl,67 266 22 11,"poniedziałek 7:00 - 16:00, wtorek - piątek 7:00 - 15:00",True,True,True,False,brak,,,,,
"Centrum Usług Społecznych, Punkt Pomocy Kryzysowej",GOV,"Osiedle Juliusza Słowackiego 24, 64-980 Trzcianka",,67 216 82 03,"wtorek - piątek 8:00 - 15:00, sobota 9:00 - 17:00",True,False,True,False,67 216 82 03,,,,,
Centrum Usług Społecznych w Pleszewie,GOV,"ulica Słowackiego 19A, 63-300 Pleszew",sekretariat@cuspleszew.pl,62 580 12 05,poniedziałek - piątek 7:00 - 15:00,True,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Ostrowie Wielkopolskim,GOV,"ulica Limanowskiego 17
63-400 Ostrów Wielkopolski",mopsostrow@osw.pl,62 592 11 22,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Kaczorach,GOV,"ulica Dworcowa 22, 64-810 Kaczory",mgops@kaczory.pl,67 284 23 71,poniedziałkek - piątek 7:15 – 15:15,True,True,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Pleszewie (Ośrodek Interwencji Kryzysowej),GOV,"ulica Wyspiańskiego 6, 63-300 Pleszew",oik_pleszew@op.pl,62 742 11 84; 668 473 977 (całodobowy),poniedziałek - piątek 7:30 - 15:30,True,True,False,False,668 473 977,,,,,
Miejski Ośrodek Pomocy Społecznej w Sulmierzycach,GOV,"ulica Rynek 12, 63-750 Sulmierzyce",mops@sulmierzyce.pl,62 720 91 34,poniedziałek - piątek 7:15 - 15:15,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wągrowcu,GOV,"ulica Janowiecka 98A, 62-100 Wągrowiec",gops@wagrowiec.wlkp.pl,67 21 69 251,"poniedziałek 7:30 - 16:30, wtorek - czwartek 7:30 - 15:30, piątek 7:30 - 14:30",False,True,True,False,brak,,,,,
Urząd Gminy Wągrowiec,GOV,"ulica Cysterska 22, 62-100 Wągrowiec",wagrow@wokiss.pl,67 26 80 800,"poniedziałek 7:30 - 16:30, wtorek - czwartek 7:30 - 15:30, piątek od 7:30 - 14:30",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Dobrzycy,GOV,"ulica Rynek 15, 63 - 330 Dobrzyca",gops@ugdobrzyca.pl,62 741 30 13,poniedziałek 7:15 - 16:15 wtorek - czwartek 7:15 - 15:15 piątek 7:15 - 14:15,False,False,True,False,brak,,,,,
Urząd Miejski Miejska Górka,GOV,"ulica Rynek 33, 63-910 Miejska Górka",urzad@miejska-gorka.pl,65 547 45 07,poniedziałek - piątek 7:30 - 15:30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Starym Mieście,GOV,"ulica Lisiecka 15A, 62-571 Stare Miasto",gops@stare-miasto.pl,63 222 31 70,"poniedziałek, środa, czwartek 7:30 - 15:30 wtorek 7:30 - 17:00 piiątek 7:30 - 14:00",False,False,True,False,brak,,,,,
Urząd Miasta Środa Wielkopolska,GOV,"ulica Daszyńskiego 5, 63-000 Środa Wielkopolska",um@sroda.wlkp.pl,61 286 77 00,poniedziałek 8:00 - 16:00 wtorek - piątek 7:00 - 15:00,False,False,True,False,brak,,,,,
Urząd Gminy Mycielin z/s w Słuszkowie (Punkt Konsultacyjny),GOV,"Słuszków 27, 62 - 831 Korzeniew",urzad@mycielin.pl,62 761 31 23,"poniedziałek 9:00 - 17:00, wtorek - piątek 7:30 - 15:30",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Dąbiu,GOV,"ulica Kardynała Stefana Wyszyńskiego 5/1, 62-660 Dąbie",mops@mopsdabie.naszops.pl,63 2710152,poniedziałek - piątek 7:30 – 15:30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Orchowie (Punkt Pomocy Psychologicznej),GOV,"ulica Kościuszki 6, 62-436 Orchowo",gops@orchowo.pl,63 268 40 10,poniedziałek - piątek 7:30 -15:30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Przykonie,GOV,"ulica Szkolna 7, 62-731 Przykona",gops@przykona.pl,63 279 10 34,poniedziałek - piątek 7:30 - 15:30,False,True,True,False,brak,,,,,
Centrum Usług Społecznych w Śremie,GOV,"ulica Stefana Grota Roweckiego 31
63-100 Śrem",cus@cus.srem.pl,61 283 61 07,"poniedziałek, środa, piątek 7:00 - 15:00, wtorek, czwartek 7:00 - 18:00",True,False,True,False,575 105 123 ,,,,,
Ośrodek Pomocy Społecznej w Zaniemyślu z siedzibą w Łęknie,GOV,"ulica Poznańska 12B, 63-020 Łękno",sekretariat@ops.zaniemysl.pl,61 28 57 118 696 001 465,"poniedziałek 8:00 - 16:00, wtorek - piątek 7:00 - 15:00",True,False,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Babiaku,GOV,"ulica Wojska Polskiego 15, 62-620 Babiak",pomocspoleczna@babiak.org.pl,63 222 34 25 63 222 30 13,poniedziałek - piątek 7:30 do 15:30,True,True,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wierzbinku,GOV,"Plac Powstańców Styczniowych 110
62-619 Sadlno","gops.wierzbinek@gmail.com
gops@gops.wierzbinek.pl","63 261 12 01
699 671 430",poniedziałek - piątek 7:30 - 15:30,True,True,True,False,brak,,,,,
Zespół Placówek Specjalistycznych w Gdyni (Specjalistyczny Ośrodek Wsparcia dla Osób Doznających Przemocy Domowej ),GOV,ulica Wejherowska 65; 81-049 Gdynia,sow@zpsgdynia.pl,58 664 33 66,całodobowo,True,True,True,True,59 306 71 60,,,,,
Ośrodek Profilaktyki Rodzinnej w Chojnicach,GOV,"ulica Strzelecka 31a, 89-600 Chojnice",sekretariat@opr-chojnice.pl,"52 397 35 74
664 442 850 664 442 985",poniedziałek - piątek 8:00 - 16:00,True,False,False,True,brak,,,,,
Urząd Gminy w Osieku,GOV,"ulica Kwiatowa 30, 83-221 Osiek",urzad@osiek.gda.pl,58 582 12 82,,True,True,True,False,brak,,,,,
Urząd Gminy w Łebie,GOV,"ulica Kościuszki 90, 84-360 Łeba",sekretariat@leba.eu,59 866 15 10,poniedziałek - piątek 7:00 - 15:00,True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wejherowie,GOV,"Osiedle Przyjaźni 6, 84-200 Wejherowo",sekretariat@gops-wejherowo.pl,58 677 64 30,"poniedziałek 7:00 – 16:30, wtorek - czwartek 7:30 – 15:30 piątek (brak obsługi interesantów)",True,True,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Wejherowie,GOV,"ulica Sobieskiego 279 A, 84-200 Wejherowo",kancelaria@pcprwejherowo.pl,58 672 27 02 58 672 40 63 58 672 17 60,"poniedziałek 8:00 – 16:00, wtorek - czwartek 7:30 – 15:30 piątek (brak obsługi interesantów)",True,True,False,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Rumii,GOV,"ulica Sobieskiego 42, 84-230 Rumia",sekretariat@mops.rumia.pl,58 671 05 56,poniedziałek - piątek 7:30 - 15:30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Luzinie,GOV,"ulica Młyńska 7, 84-242 Luzino",gops@luzino.pl,58 678 20 68,poniedziałek - piątek 7:30 - 15:30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Lini,GOV,"ulica Turystyczna 15, 84-223 Linia",gops@gminalinia.com.pl,58 676 85 82,"poniedziałek 7:30 - 17:00, wtorek - czwartek 7:30 - 15:30, piątek 7:30 - 14:00",True,True,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Subkowach,GOV,"ulica Wybickiego 19a, 83-120 Subkowy",poczta@gops.subkowy.pl,58 536 85 30,"poniedziałek, środa, czwartek 7:15 - 15:15 wtorek 7:30 - 16:30 piątek 7:15 - 14:15",True,False,True,False,55 267 74 79,,,,,
Miejski Ośrodek Pomocy Społecznej w Pelplinie,GOV,"Plac Grunwaldzki 7/1, 83-130 Pelplin",poczta@mops.pelplin.pl,58 536 12 47,"poniedziałek, wtorek, czwartek 7:30 -15:30 środa 7:30 -17:00 piątek 7:30 - 14:00",True,False,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Gniewie,GOV,"Osiedle Witosa 9, 83-140 Gniew",poczta@mgops.gniew.pl,58 535 22 17,"poniedziałek, wtorek, czwartek 7:30 -15:30 środa 7:30 -17:00 piątek 7:30 - 14:00",False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Sztumie,GOV,"Os. Sierakowskich 15, 82-400 Sztum",sekretariat@pcprsztum.pl,55 267 74 79,poniedziałek - piątek 7:30 - 15:30,True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Starym Dzierzgoniu,GOV,"Stary Dzierzgoń 54/1, 82-450 Stary Dzierzgoń",gops-starydzierzgon@home.pl,55 276 14 04,poniedziałek - piątek 7:00 - 15:00,False,False,True,False,brak,,,,,
   Gminy Ośrodek Pomocy Społecznej w Starogardzie Gdańskim,GOV,"ulica Prusa 45, 83-250 Starogard Gdański",gopsstg@wp.pl,58 561 34 87 58 561 34 90,"poniedziałek, wtorek, czwartek 7:00 – 15:00, środa 7:00 – 16:00, piątek 7:00 – 14:00",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Skórczu,GOV,"ulica Główna 40, 83-220 Skórcz",mops@skorcz.pl,58 582 42 56,"poniedziałek, wtorek, czwartek 7:30 - 15:30, środa 7:30 - 16:30, piątek 7:30 - 14:30",False,False,True,False,brak,,,,,
	Gminny Ośrodek Pomocy Społecznej w Osieku,GOV,"ulica Wyzwolenia 2, 83-221 Osiek",gops@osiek.gda.pl,58 582 12 23,poniedziałek - piątek 7:00 - 15:00,True,True,False,False,59 841 40 46 / 517 290 919,,,,,
Gminny Ośrodek Pomocy Społecznej w Ustce,GOV,"ulica Piotra Dunina 24, 76-270 Ustka",gops@ustka.ug.gov.pl,59 814 71 97,,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Dębnicy Kaszubskiej,GOV,"ulica ks. Antoniego Kani 26, 76-248 Dębnica Kaszubska","kierownik@opsdebnicakaszubska.pl                  kontakt@opsdebnicakaszubska.pl

",59 841 21 89 59 841 28 99 59 813 15 64,"poniedziałek 8:00 - 17:00, wtorek - czwartek 7:00 - 15:00, piątek 7:00 - 14:00",True,True,True,False,664 494 749 ,,,,,
"Miejski Ośrodek Pomocy Rodzinie w Słupsku (Punkt Interwencji Kryzysowej i Przeciwdziałania Przemocy
Domowej)",GOV,"ulica Słoneczna 15D, 76-200 Słupsk",sekretariat@mopr.slupsk.p,59 814 28 01 59 814 28 02,poniedziałek - piątek 7:30 - 15:30,True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Pucku,GOV,"ulica 10 Lutego 38, 84-100 Puck",gops@gops.puck.pl,58 675 46 81,poniedziałek - środa 7:30 -15:30 czwartek 7:30 - 17:00 piątek 7:30 - 14:00,True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Pucku (Ośrodek Interwncji Kryzysowej),GOV,"ulica Kolejowa 7c, 84-100 Puck",sekretariat@pcprpuck.pl,58 673 41 93,poniedziałek - środa 7:30 -15:30 czwartek 7:30 - 17:00 piątek 7:30 - 14:00,True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Krokowej,GOV,"ulica Wejherowska 3, 84-110 Krokowa",gops@krokowa.pl,58 675 41 29,poniedziałek - środa 7:30 - 15:30 czwartek 7:30 - 17:00 piątek 7:30 - 14:00,True,True,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Kosakowie,GOV,"ulica Fiołkowa 2 B, 81-198 Kosakowo",gops@kosakowo.pl,58 620 82 02,poniedziałek - środa 7:30 - 15:30 czwartek 7:30 - 17:00 piątek 7:30 - 14:00,True,True,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Nowym Dworze Gdańskim,GOV,"ulica Plac Wolości 26, 82-100 Nowy Dwór Gdański",sekretariat@mgopsndg.pl,55 247 22 39,"poniedziałek, wtorek, czwartek 7:30 - 15:30 środa 7:30 - 16:30 piątek 7:30 - 14:30",True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Nowym Dworze Gdańskim,GOV,"ulica Warszawska 28A, 82-100 Nowy Dwór Gdański",sekretariat@pcprndg.pl,55 246 81 75 55 246 82 05,poniedziałek - piątek 7:00 - 15:00 środa 8:00 - 16:00,True,True,False,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Starym Polu,GOV,"ulica Marynarki Wojennej 6, 82-220 Stare Pole",gops_stare_pole@wp.pl,55 271 30 46,poniedziałek - piątek 7:30 - 15:30,True,False,True,False,55 629 18 18,,,,,
Miejski Ośrodek Pomocy Społecznej w Malborku,GOV,"ulica Juliusza Słowackiego 74, 82-200 Malbork",sekretariat@mops.malbork.pl,55 647 27 81,poniedziałek - piątek 7:00 - 15:00,False,False,True,False,brak,,,,,
Centrum Usług Społecznych w Cewicach,GOV,"Osiedle na Wzgórzu 35, 84-312 Cewice",sekretariat@cus.cewice.pl,59 861 14 67,poniedziałek 7:30 - 16:30 wtorek - czwartek 7:30 - 15:30 piątek 7:30 - 14:30,True,True,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Kwidzynie (Ośrodek Interwencji Kryzysowej),GOV,"ulica Braterstwa Narodów 59
82-500 Kwidzyn",oik@zyc-zgodnie.pl,55 629 18 18 730 784 539,"Dyżury osoby pierwszego kontaktu w ośrodku:, poniedziałek - piątek 9:00 - 14:00, wtorek 13:00 - 18:00 Dyżury interwencyjne:, poniedziałek - piątek 17:00 – 19:00, wtorek 16:00 - 18:00",True,True,False,True,brak,,,,,
Ośrodek Pomocy Społecznej w Starej Kiszewie,GOV,"ulica Ogrodowa 1, Stara Kiszewa 83-430",ops@starakiszewa.pl,58 687 60 27,poniedziałek - piątek 7:30 - 15:30,True,False,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Kościerzynie,GOV,"ulica Strzelecka 9, 83-400 Kościerzyna",gops@koscierzyna.pl,58 684 83 57,"poniedziałek, wtorek, czwartek 7:30 - 15:30 środa 7:30 - 17:00 piątek 7:30 - 14:00",True,False,True,False,brak,,,,,
